"","iso2c","country","year","EG.ELC.ACCS.ZS","IT.NET.USER.ZS","IC.BUS.DFRN.XQ","SP.DYN.LE00.IN","NY.GDP.MKTP.KD.ZG","NY.GDP.MKTP.CD","SH.MED.BEDS.ZS","SP.POP.TOTL","EG.CFT.ACCS.ZS","SG.VAW.REAS.ZS","SG.LAW.INDX","SP.M18.2024.FE.ZS","EN.ATM.CO2E.PC","SH.DYN.AIDS.ZS","SL.UEM.TOTL.NE.ZS","SE.PRM.CMPT.ZS","SE.PRM.CMPT.FE.ZS","SE.ADT.LITR.ZS","SE.COM.DURS","NY.GDP.PETR.RT.ZS","per_sa_allsa.adq_pop_tot","SI.DST.10TH.10","SI.DST.FRST.10","SG.GEN.PARL.ZS","SI.POV.MDIM.IT","NE.TRD.GNFS.ZS","SL.TLF.0714.ZS","SG.VAW.1549.ZS","MS.MIL.XPND.GD.ZS","IC.LGL.CRED.XQ","SI.POV.GINI","SG.LAW.NODC.HR","SL.TLF.CACT.ZS","SG.HLD.HEAD.EQ","iso3c","region","capital","longitude","latitude","income","lending"
"21","AD","Andorra",1991,100,0,NA,NA,2.54600352306136,1106928582.86629,NA,56666,NA,NA,NA,NA,7.23537923975576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"22","AD","Andorra",2008,100,70.04,NA,NA,-5.55918636850581,4085630584.44412,NA,83860,100,NA,NA,NA,6.43930360124016,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"23","AD","Andorra",2009,100,78.53,NA,NA,-5.30284654348291,3674409558.21061,2.5,84461,100,NA,NA,NA,6.15668770201632,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,35.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"24","AD","Andorra",2010,100,81,NA,NA,-1.97495799965345,3449966856.68832,NA,84454,100,NA,NA,NA,6.1571980012788,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,35.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"25","AD","Andorra",2011,100,81,NA,NA,-0.00806975341139093,3629203786.19154,NA,83748,100,NA,NA,NA,5.85088599130725,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"26","AD","Andorra",2012,100,NA,NA,NA,-4.97444371853503,3188808942.56713,NA,82427,100,NA,NA,NA,5.94465405752969,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"27","AD","Andorra",2013,100,NA,NA,NA,-3.54759651549344,3193704343.20627,NA,80770,100,NA,NA,NA,5.94280054475672,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"28","AD","Andorra",2014,100,NA,NA,NA,2.50446552114518,3271808157.30038,NA,79213,100,NA,NA,NA,5.8071276179415,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"29","AD","Andorra",2015,100,NA,NA,NA,1.43414039522716,2789870187.50693,NA,77993,100,NA,NA,NA,6.02618183683151,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,39.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"30","AD","Andorra",2016,100,NA,NA,NA,3.70967806978986,2896679211.86628,NA,77295,100,NA,NA,NA,6.08060029756129,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,32.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"31","AD","Andorra",2017,100,91.56746703,NA,NA,0.346071889630295,3000180750.11297,NA,76997,NA,NA,NA,NA,6.10413392729587,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,32.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"32","AD","Andorra",2018,100,NA,NA,NA,1.58876549046354,3218316013.22626,NA,77008,NA,NA,NA,NA,5.97340536048203,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,32.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"33","AD","Andorra",2019,100,NA,NA,NA,2.01554763848308,3155065487.51819,NA,77146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,46.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"34","AD","Andorra",2020,NA,NA,NA,NA,-11.9560584192697,NA,NA,77265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"35","AD","Andorra",2007,100,70.87,NA,NA,1.55318814103222,3952600602.24473,2.6,82682,100,NA,NA,NA,6.53104666070003,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,28.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"36","AD","Andorra",1992,100,0,NA,NA,0.929214040125956,1210013651.87713,NA,58882,NA,NA,NA,NA,6.96307869977243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"37","AD","Andorra",1993,100,0,NA,NA,-1.03148438999895,1007025755.00065,NA,60974,NA,NA,NA,NA,6.72417751828648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"38","AD","Andorra",1999,100,7.635686143,NA,NA,4.0990789217793,1239876305.13531,3.2000000477,64368,NA,NA,NA,NA,7.92319164802386,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,7.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"39","AD","Andorra",2000,100,10.53883561,NA,NA,3.52836236122388,1429049198.45218,3.2000000477,65390,100,NA,NA,NA,7.95228628230616,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,7.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"40","AD","Andorra",1988,NA,NA,NA,NA,5.09432620323258,721425939.15155,NA,50433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"41","AD","Andorra",1989,NA,NA,NA,NA,4.82703424406891,795449332.396346,NA,52452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AND","Europe & Central Asia","Andorra la Vella","1.5218","42.5075","High income","Not classified"
"42","AE","United Arab Emirates",1984,NA,NA,NA,69.986,4.0169512795941,41807954235.903,NA,1293970,NA,NA,17.5,NA,35.8546828751826,NA,NA,78.2446594238281,77.7139587402344,NA,NA,22.971454511295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"43","AE","United Arab Emirates",1988,NA,NA,NA,71.361,-2.61890770383279,36275674203.2144,NA,1627068,NA,NA,17.5,NA,29.7269259797378,NA,NA,74.7165908813477,75.6798934936523,NA,NA,20.0157071005977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"44","AE","United Arab Emirates",1985,NA,NA,NA,70.363,-3.59447651736838,40603650231.5445,NA,1366165,NA,NA,17.5,NA,36.5447841219765,NA,1.15,74.3179168701172,72.7908172607422,71.2352981567383,NA,23.7726287698924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"45","AE","United Arab Emirates",1986,NA,NA,NA,70.717,-14.9581365645327,33943612094.7971,NA,1446386,NA,NA,17.5,NA,32.6569995837902,NA,NA,75.9476699829102,77.2839736938477,NA,NA,15.8731975825641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"46","AE","United Arab Emirates",1983,NA,NA,NA,69.585,-4.7458206999658,42803323345.1376,NA,1228457,NA,NA,17.5,NA,28.7698682167955,NA,NA,81.2938385009766,78.7932815551758,NA,NA,22.9235111295027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"47","AE","United Arab Emirates",1990,100,0,NA,71.939,18.3279855336405,50701443748.2975,2.6400001049,1828437,NA,NA,17.5,NA,30.2991024574541,0.1,NA,91.0653991699219,89.1069107055664,NA,NA,36.2423424648504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,72.78,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"48","AE","United Arab Emirates",1980,NA,NA,NA,68.213,23.874774910498,43598748449.0479,2.84949994087219,1019507,NA,NA,17.5,NA,36.1985626386087,NA,NA,68.134391784668,67.5407409667969,NA,NA,46.492931965686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"49","AE","United Arab Emirates",1981,NA,NA,NA,68.701,4.65917667406515,49333424135.1131,2.87509989738464,1096602,NA,NA,17.5,NA,33.6102040667444,NA,NA,72.3218536376953,71.1649398803711,NA,NA,31.3300161871033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"50","AE","United Arab Emirates",1982,NA,NA,NA,69.158,-6.71931618570784,46622718605.2847,NA,1164816,NA,NA,17.5,NA,31.6545145327674,NA,NA,81.8811187744141,78.1071014404297,NA,NA,22.4001141671975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"51","AE","United Arab Emirates",2005,100,40,NA,75.376,4.85514119630905,180617467964.602,2.19,4588222,97.96,NA,26.875,NA,25.3431503532305,0.1,3.12,NA,NA,90.0338516235352,6,24.8595723646838,NA,NA,NA,0,NA,119.552871642254,NA,NA,3.65647067832081,NA,NA,0,78.56,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"52","AE","United Arab Emirates",2006,100,52,NA,75.573,9.83731977348489,222116541865.214,1.88,5300172,98.09,NA,26.875,NA,22.9162374353134,0.1,NA,NA,NA,NA,6,25.0625278455496,NA,NA,NA,5,NA,119.470669577786,NA,NA,3.22597447304637,NA,NA,0,78.97,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"53","AE","United Arab Emirates",2007,100,61,NA,75.767,3.1843901736724,257916133424.098,1.88,6168846,98.14,NA,26.875,NA,21.3475907811607,0.1,NA,97.4508895874023,98.6342163085938,NA,6,22.8760128811461,NA,NA,NA,22.5,NA,136.798152865771,NA,NA,3.28052136989454,NA,NA,0,80.04,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"54","AE","United Arab Emirates",1994,100,0,NA,72.957,6.89614855052668,59305093979.842,NA,2294377,NA,NA,17.5,NA,29.7640710310468,0.1,NA,91.9644470214844,92.4474563598633,NA,NA,17.5975036932123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74.69,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"55","AE","United Arab Emirates",1987,NA,NA,NA,71.049,3.38198170900878,36384908744.2114,NA,1533526,NA,NA,17.5,NA,31.1002239283847,NA,NA,76.3806228637695,78.4200668334961,NA,NA,23.72368266751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"56","AE","United Arab Emirates",1999,100,14.94269899,NA,74.106,2.90221364464598,84445473110.9598,NA,2966029,NA,NA,26.875,NA,28.9949963402246,0.1,NA,83.7565612792969,85.8249282836914,NA,6,14.1711198419606,NA,NA,NA,0,NA,NA,NA,NA,7.6695379976034,NA,NA,0,75.33,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"57","AE","United Arab Emirates",1989,NA,NA,NA,71.657,12.33789128226,41464995913.9199,NA,1725676,NA,NA,17.5,NA,31.5748454518693,NA,NA,82.19580078125,81.5920791625977,NA,NA,29.1854987799931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"58","AE","United Arab Emirates",2001,100,26.2717542,NA,74.544,1.3990850303263,103311640571.818,2.28,3302722,97,NA,26.875,NA,29.1456562193245,0.1,NA,76.5774536132813,78.6025695800781,NA,6,16.2261400815013,NA,NA,NA,0,NA,89.8645799289427,NA,NA,5.61210552340521,NA,NA,0,75.46,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"59","AE","United Arab Emirates",2002,100,28.31648531,NA,74.758,2.43345681036156,109816201497.617,2.19,3478769,97.21,NA,26.875,NA,28.2053795466155,0.1,NA,80.7329864501953,79.7522125244141,NA,6,14.6729720501741,NA,NA,NA,0,NA,93.0716588147781,NA,NA,4.87553180534483,NA,NA,0,75.49,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"60","AE","United Arab Emirates",2003,100,29.47795341,NA,74.968,8.80054081486432,124346358066.712,2.19,3711931,97.53,NA,26.875,NA,27.891143450673,0.1,NA,NA,NA,NA,6,17.0974463525273,NA,NA,NA,0,NA,102.300169490783,NA,NA,4.69230626722928,NA,NA,0,76.05,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"61","AE","United Arab Emirates",1991,100,0,NA,72.208,0.860081945778219,51552165622.4462,NA,1937159,NA,NA,17.5,NA,31.7475230479274,0.1,NA,97.5119323730469,95.5206069946289,NA,NA,24.4117397140974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,73.05,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"62","AE","United Arab Emirates",2016,100,90.60000732,77.43435,77.47,3.06096430837654,357045064669.843,1.36,9360975,98.51,NA,26.875,NA,21.307609517171,0.1,1.64,NA,NA,NA,6,10.8244963068703,NA,NA,NA,22.5,NA,176.747648042171,NA,NA,NA,2,NA,0,82.51,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"63","AE","United Arab Emirates",2004,100,30.13129617,NA,75.174,9.56643663716162,147824370319.946,2.19,4068577,97.74,NA,26.875,NA,27.0315641070576,0.1,NA,NA,NA,NA,6,20.1015800340901,NA,NA,NA,0,NA,116.622612523831,NA,NA,4.6114776396626,NA,NA,0,77.13,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"64","AE","United Arab Emirates",2018,100,98.45000178,81.58883,77.814,1.18985563831524,422215043594.282,NA,9630966,NA,NA,30,NA,20.7974984025486,0.1,NA,NA,NA,NA,6,16.5869505660452,NA,20,4,22.5,NA,159.728773537434,NA,NA,NA,6,26,0,82.11,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"65","AE","United Arab Emirates",2019,100,99.14999998,80.91489,77.972,1.6777203729529,421142267937.372,NA,9770526,NA,NA,59.375,NA,NA,0.1,2.23,NA,NA,NA,6,16.1975069547045,NA,NA,NA,50,NA,160.936092884701,NA,NA,NA,6,NA,1,82.02,1,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"66","AE","United Arab Emirates",2020,NA,100,NA,NA,NA,NA,NA,9890400,NA,NA,82.5,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,1,80.95,1,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"67","AE","United Arab Emirates",2008,100,63,NA,75.957,3.19183627610384,315474615738.598,1.86,7089486,98.34,NA,26.875,NA,22.0326269069436,0.1,NA,NA,NA,NA,6,27.3483402867312,NA,NA,NA,22.5,NA,148.513544025723,NA,NA,3.6680226492701,NA,NA,0,81.39,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"68","AE","United Arab Emirates",2009,100,64,NA,76.145,-5.2429219066759,253547358747.447,1.93,7917368,98.44,NA,26.875,NA,19.8525570618923,0.1,NA,NA,NA,NA,6,18.0194845290956,NA,NA,NA,22.5,NA,153.461944358373,NA,NA,5.45710777311036,NA,NA,0,82.71,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"69","AE","United Arab Emirates",2010,100,68,NA,76.332,1.60280996068229,289787338325.391,1.93,8549998,98.4,NA,26.875,NA,19.0432793083694,0.1,NA,NA,NA,NA,6,21.7218613808152,NA,NA,NA,22.5,NA,143.877531844201,NA,NA,6.03859220826788,NA,NA,0,83.78,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
"70","AE","United Arab Emirates",2011,100,78,NA,76.521,6.93027162943835,350666031313.819,1.07,8946778,98.47,NA,26.875,NA,18.5899325991994,0.1,NA,NA,NA,NA,6,28.8192955181761,NA,NA,NA,17.5,NA,151.665953575846,NA,NA,5.46631452753061,NA,NA,0,83.57,0,"ARE","Middle East & North Africa","Abu Dhabi","54.3705","24.4764","High income","Not classified"
